,date,title,artist,weeks,uri,af
8,1955-05-27,CHERRY PINK AND APPLE BLOSSOM WHITE,EDDIE CALVERT,4,spotify:track:36ezxF634yC6zSG5musvNA,"{'danceability': 0.583, 'energy': 0.527, 'key': 3, 'loudness': -8.477, 'mode': 1, 'speechiness': 0.0335, 'acousticness': 0.718, 'instrumentalness': 0.803, 'liveness': 0.207, 'valence': 0.934, 'tempo': 113.268, 'type': 'audio_features', 'id': '36ezxF634yC6zSG5musvNA', 'uri': 'spotify:track:36ezxF634yC6zSG5musvNA', 'track_href': 'https://api.spotify.com/v1/tracks/36ezxF634yC6zSG5musvNA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/36ezxF634yC6zSG5musvNA', 'duration_ms': 143867, 'time_signature': 4}"
9,1955-06-24,UNCHAINED MELODY,JIMMY YOUNG,3,spotify:track:4LLCGe2BLKZ0bQZx3KaZDq,"{'danceability': 0.445, 'energy': 0.304, 'key': 6, 'loudness': -14.408, 'mode': 1, 'speechiness': 0.0331, 'acousticness': 0.872, 'instrumentalness': 1.58e-05, 'liveness': 0.118, 'valence': 0.336, 'tempo': 108.851, 'type': 'audio_features', 'id': '4LLCGe2BLKZ0bQZx3KaZDq', 'uri': 'spotify:track:4LLCGe2BLKZ0bQZx3KaZDq', 'track_href': 'https://api.spotify.com/v1/tracks/4LLCGe2BLKZ0bQZx3KaZDq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4LLCGe2BLKZ0bQZx3KaZDq', 'duration_ms': 164560, 'time_signature': 4}"
10,1955-07-15,DREAMBOAT,ALMA COGAN,2,spotify:track:2Bei7dCtJdUgEAJ7Ju4ueu,"{'danceability': 0.652, 'energy': 0.302, 'key': 5, 'loudness': -11.502, 'mode': 1, 'speechiness': 0.138, 'acousticness': 0.837, 'instrumentalness': 0, 'liveness': 0.344, 'valence': 0.857, 'tempo': 172.215, 'type': 'audio_features', 'id': '2Bei7dCtJdUgEAJ7Ju4ueu', 'uri': 'spotify:track:2Bei7dCtJdUgEAJ7Ju4ueu', 'track_href': 'https://api.spotify.com/v1/tracks/2Bei7dCtJdUgEAJ7Ju4ueu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2Bei7dCtJdUgEAJ7Ju4ueu', 'duration_ms': 107333, 'time_signature': 4}"
11,1955-07-29,ROSE MARIE,SLIM WHITMAN,11,spotify:track:2gGdbqJ2ceiYn96dlMYMSK,"{'danceability': 0.488, 'energy': 0.104, 'key': 2, 'loudness': -11.41, 'mode': 1, 'speechiness': 0.0316, 'acousticness': 0.91, 'instrumentalness': 0.000585, 'liveness': 0.0948, 'valence': 0.187, 'tempo': 128.672, 'type': 'audio_features', 'id': '2gGdbqJ2ceiYn96dlMYMSK', 'uri': 'spotify:track:2gGdbqJ2ceiYn96dlMYMSK', 'track_href': 'https://api.spotify.com/v1/tracks/2gGdbqJ2ceiYn96dlMYMSK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2gGdbqJ2ceiYn96dlMYMSK', 'duration_ms': 140467, 'time_signature': 4}"
12,1955-10-14,THE MAN FROM LARAMIE,JIMMY YOUNG,4,spotify:track:26AritMDQJLOEIhbDXyCsk,"{'danceability': 0.801, 'energy': 0.207, 'key': 8, 'loudness': -14.671, 'mode': 1, 'speechiness': 0.0453, 'acousticness': 0.745, 'instrumentalness': 1.6e-06, 'liveness': 0.157, 'valence': 0.755, 'tempo': 86.66, 'type': 'audio_features', 'id': '26AritMDQJLOEIhbDXyCsk', 'uri': 'spotify:track:26AritMDQJLOEIhbDXyCsk', 'track_href': 'https://api.spotify.com/v1/tracks/26AritMDQJLOEIhbDXyCsk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/26AritMDQJLOEIhbDXyCsk', 'duration_ms': 146947, 'time_signature': 4}"
13,1955-11-11,HERNANDO'S HIDEAWAY,JOHNSTON BROTHERS,2,,{}
14,1955-11-25,ROCK AROUND THE CLOCK,BILL HALEY & HIS COMETS,3,spotify:track:1uRKT2LRANv4baowBWHfDS,"{'danceability': 0.811, 'energy': 0.859, 'key': 9, 'loudness': -6.317, 'mode': 1, 'speechiness': 0.168, 'acousticness': 0.205, 'instrumentalness': 3.73e-06, 'liveness': 0.0761, 'valence': 0.784, 'tempo': 90.686, 'type': 'audio_features', 'id': '1uRKT2LRANv4baowBWHfDS', 'uri': 'spotify:track:1uRKT2LRANv4baowBWHfDS', 'track_href': 'https://api.spotify.com/v1/tracks/1uRKT2LRANv4baowBWHfDS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1uRKT2LRANv4baowBWHfDS', 'duration_ms': 129893, 'time_signature': 4}"
15,1955-12-16,CHRISTMAS ALPHABET,DICKIE VALENTINE,3,spotify:track:202nIjazbFJL237tPzi8n8,"{'danceability': 0.643, 'energy': 0.138, 'key': 0, 'loudness': -11.97, 'mode': 1, 'speechiness': 0.0425, 'acousticness': 0.858, 'instrumentalness': 0, 'liveness': 0.271, 'valence': 0.477, 'tempo': 87.134, 'type': 'audio_features', 'id': '202nIjazbFJL237tPzi8n8', 'uri': 'spotify:track:202nIjazbFJL237tPzi8n8', 'track_href': 'https://api.spotify.com/v1/tracks/202nIjazbFJL237tPzi8n8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/202nIjazbFJL237tPzi8n8', 'duration_ms': 124893, 'time_signature': 4}"
0,1956-06-01,ROCK AROUND THE CLOCK,BILL HALEY & HIS COMETS,3,spotify:track:1uRKT2LRANv4baowBWHfDS,"{'danceability': 0.811, 'energy': 0.859, 'key': 9, 'loudness': -6.317, 'mode': 1, 'speechiness': 0.168, 'acousticness': 0.205, 'instrumentalness': 3.73e-06, 'liveness': 0.0761, 'valence': 0.784, 'tempo': 90.686, 'type': 'audio_features', 'id': '1uRKT2LRANv4baowBWHfDS', 'uri': 'spotify:track:1uRKT2LRANv4baowBWHfDS', 'track_href': 'https://api.spotify.com/v1/tracks/1uRKT2LRANv4baowBWHfDS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1uRKT2LRANv4baowBWHfDS', 'duration_ms': 129893, 'time_signature': 4}"
1,1956-01-20,SIXTEEN TONS,TENNESSEE ERNIE FORD,2,spotify:track:3P6OwCX7Ofiaaqtvujb6i5,"{'danceability': 0.693, 'energy': 0.324, 'key': 11, 'loudness': -15.085, 'mode': 1, 'speechiness': 0.205, 'acousticness': 0.796, 'instrumentalness': 0, 'liveness': 0.246, 'valence': 0.382, 'tempo': 144.14, 'type': 'audio_features', 'id': '3P6OwCX7Ofiaaqtvujb6i5', 'uri': 'spotify:track:3P6OwCX7Ofiaaqtvujb6i5', 'track_href': 'https://api.spotify.com/v1/tracks/3P6OwCX7Ofiaaqtvujb6i5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3P6OwCX7Ofiaaqtvujb6i5', 'duration_ms': 158307, 'time_signature': 4}"
2,1956-02-17,MEMORIES ARE MADE OF THIS,DEAN MARTIN,4,spotify:track:4h0igWYayzteBtSNpWYQ9h,"{'danceability': 0.611, 'energy': 0.179, 'key': 4, 'loudness': -15.977, 'mode': 1, 'speechiness': 0.0488, 'acousticness': 0.918, 'instrumentalness': 0, 'liveness': 0.109, 'valence': 0.556, 'tempo': 133.073, 'type': 'audio_features', 'id': '4h0igWYayzteBtSNpWYQ9h', 'uri': 'spotify:track:4h0igWYayzteBtSNpWYQ9h', 'track_href': 'https://api.spotify.com/v1/tracks/4h0igWYayzteBtSNpWYQ9h', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4h0igWYayzteBtSNpWYQ9h', 'duration_ms': 138080, 'time_signature': 4}"
3,1956-03-16,IT'S ALMOST TOMORROW,DREAM WEAVERS,2,,{}
4,1956-03-30,ROCK AND ROLL WALTZ,KAY STARR,2,spotify:track:2qQF7Un1hKV40IJkFJ72TU,"{'danceability': 0.549, 'energy': 0.304, 'key': 5, 'loudness': -11.183, 'mode': 1, 'speechiness': 0.0316, 'acousticness': 0.838, 'instrumentalness': 0, 'liveness': 0.242, 'valence': 0.739, 'tempo': 104.518, 'type': 'audio_features', 'id': '2qQF7Un1hKV40IJkFJ72TU', 'uri': 'spotify:track:2qQF7Un1hKV40IJkFJ72TU', 'track_href': 'https://api.spotify.com/v1/tracks/2qQF7Un1hKV40IJkFJ72TU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2qQF7Un1hKV40IJkFJ72TU', 'duration_ms': 177640, 'time_signature': 3}"
5,1956-06-04,IT'S ALMOST TOMORROW,DREAM WEAVERS,1,,{}
6,1956-04-13,POOR PEOPLE OF PARIS,WINIFRED ATWELL,3,spotify:track:0NRsYlaGkqaWXBGcoFOfz2,"{'danceability': 0.614, 'energy': 0.489, 'key': 7, 'loudness': -9.726, 'mode': 1, 'speechiness': 0.0396, 'acousticness': 0.493, 'instrumentalness': 0.942, 'liveness': 0.057, 'valence': 0.96, 'tempo': 95.368, 'type': 'audio_features', 'id': '0NRsYlaGkqaWXBGcoFOfz2', 'uri': 'spotify:track:0NRsYlaGkqaWXBGcoFOfz2', 'track_href': 'https://api.spotify.com/v1/tracks/0NRsYlaGkqaWXBGcoFOfz2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0NRsYlaGkqaWXBGcoFOfz2', 'duration_ms': 151533, 'time_signature': 4}"
7,1956-04-05,NO OTHER LOVE,RONNIE HILTON,6,spotify:track:53k9dt9jLyPJyF0dl8SLyR,"{'danceability': 0.22, 'energy': 0.254, 'key': 11, 'loudness': -10.282, 'mode': 1, 'speechiness': 0.0296, 'acousticness': 0.843, 'instrumentalness': 9.65e-06, 'liveness': 0.176, 'valence': 0.166, 'tempo': 173.941, 'type': 'audio_features', 'id': '53k9dt9jLyPJyF0dl8SLyR', 'uri': 'spotify:track:53k9dt9jLyPJyF0dl8SLyR', 'track_href': 'https://api.spotify.com/v1/tracks/53k9dt9jLyPJyF0dl8SLyR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/53k9dt9jLyPJyF0dl8SLyR', 'duration_ms': 187640, 'time_signature': 4}"
8,1956-06-15,I'LL BE HOME,PAT BOONE,5,spotify:track:35bJ9pLPusFA6XwNfBj65w,"{'danceability': 0.231, 'energy': 0.17, 'key': 8, 'loudness': -12.71, 'mode': 1, 'speechiness': 0.0321, 'acousticness': 0.431, 'instrumentalness': 0.000843, 'liveness': 0.0918, 'valence': 0.323, 'tempo': 101.006, 'type': 'audio_features', 'id': '35bJ9pLPusFA6XwNfBj65w', 'uri': 'spotify:track:35bJ9pLPusFA6XwNfBj65w', 'track_href': 'https://api.spotify.com/v1/tracks/35bJ9pLPusFA6XwNfBj65w', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/35bJ9pLPusFA6XwNfBj65w', 'duration_ms': 109400, 'time_signature': 4}"
9,1956-07-20,WHY DO FOOLS FALL IN LOVE,TEENAGERS FEATURING FRANKIE LYMON,3,,{}
10,1956-10-08,WHATEVER WILL BE WILL BE,DORIS DAY,6,spotify:track:6yhLR2sVn1IfsScVrR4ocr,"{'danceability': 0.416, 'energy': 0.341, 'key': 9, 'loudness': -10.749, 'mode': 1, 'speechiness': 0.0391, 'acousticness': 0.864, 'instrumentalness': 0, 'liveness': 0.724, 'valence': 0.776, 'tempo': 177.229, 'type': 'audio_features', 'id': '6yhLR2sVn1IfsScVrR4ocr', 'uri': 'spotify:track:6yhLR2sVn1IfsScVrR4ocr', 'track_href': 'https://api.spotify.com/v1/tracks/6yhLR2sVn1IfsScVrR4ocr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6yhLR2sVn1IfsScVrR4ocr', 'duration_ms': 123360, 'time_signature': 4}"
11,1956-09-21,LAY DOWN YOUR ARMS,ANNE SHELTON,4,spotify:track:5kDTRb2HnD0RIQ1mEVI1sf,"{'danceability': 0.651, 'energy': 0.494, 'key': 1, 'loudness': -9.044, 'mode': 1, 'speechiness': 0.0412, 'acousticness': 0.872, 'instrumentalness': 0, 'liveness': 0.0915, 'valence': 0.875, 'tempo': 110.587, 'type': 'audio_features', 'id': '5kDTRb2HnD0RIQ1mEVI1sf', 'uri': 'spotify:track:5kDTRb2HnD0RIQ1mEVI1sf', 'track_href': 'https://api.spotify.com/v1/tracks/5kDTRb2HnD0RIQ1mEVI1sf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5kDTRb2HnD0RIQ1mEVI1sf', 'duration_ms': 179409, 'time_signature': 4}"
12,1956-10-19,A WOMAN IN LOVE,FRANKIE LAINE,4,spotify:track:428F8FMidC2u1ZHXNaeMuK,"{'danceability': 0.326, 'energy': 0.555, 'key': 9, 'loudness': -6.652, 'mode': 1, 'speechiness': 0.0349, 'acousticness': 0.456, 'instrumentalness': 7.69e-05, 'liveness': 0.258, 'valence': 0.673, 'tempo': 111.229, 'type': 'audio_features', 'id': '428F8FMidC2u1ZHXNaeMuK', 'uri': 'spotify:track:428F8FMidC2u1ZHXNaeMuK', 'track_href': 'https://api.spotify.com/v1/tracks/428F8FMidC2u1ZHXNaeMuK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/428F8FMidC2u1ZHXNaeMuK', 'duration_ms': 140360, 'time_signature': 4}"
13,1956-11-16,JUST WALKIN' IN THE RAIN,JOHNNIE RAY,7,spotify:track:6zahbizoDqcpCbXkDhe4Er,"{'danceability': 0.638, 'energy': 0.188, 'key': 5, 'loudness': -16.788, 'mode': 1, 'speechiness': 0.0363, 'acousticness': 0.87, 'instrumentalness': 0, 'liveness': 0.0739, 'valence': 0.693, 'tempo': 97.189, 'type': 'audio_features', 'id': '6zahbizoDqcpCbXkDhe4Er', 'uri': 'spotify:track:6zahbizoDqcpCbXkDhe4Er', 'track_href': 'https://api.spotify.com/v1/tracks/6zahbizoDqcpCbXkDhe4Er', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6zahbizoDqcpCbXkDhe4Er', 'duration_ms': 157240, 'time_signature': 4}"
0,1957-04-01,SINGING THE BLUES,GUY MITCHELL,1,spotify:track:084mnrInuL8H1JZbIzuH3T,"{'danceability': 0.654, 'energy': 0.498, 'key': 4, 'loudness': -11.392, 'mode': 1, 'speechiness': 0.0358, 'acousticness': 0.759, 'instrumentalness': 0.000733, 'liveness': 0.0811, 'valence': 0.922, 'tempo': 140.093, 'type': 'audio_features', 'id': '084mnrInuL8H1JZbIzuH3T', 'uri': 'spotify:track:084mnrInuL8H1JZbIzuH3T', 'track_href': 'https://api.spotify.com/v1/tracks/084mnrInuL8H1JZbIzuH3T', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/084mnrInuL8H1JZbIzuH3T', 'duration_ms': 146040, 'time_signature': 4}"
1,1957-11-01,SINGING THE BLUES,TOMMY STEELE & THE STEELMEN,1,spotify:track:3RGqJFcsEoFYBnjmaobqnX,"{'danceability': 0.698, 'energy': 0.33, 'key': 5, 'loudness': -15.689, 'mode': 1, 'speechiness': 0.101, 'acousticness': 0.362, 'instrumentalness': 0, 'liveness': 0.0659, 'valence': 0.709, 'tempo': 142.873, 'type': 'audio_features', 'id': '3RGqJFcsEoFYBnjmaobqnX', 'uri': 'spotify:track:3RGqJFcsEoFYBnjmaobqnX', 'track_href': 'https://api.spotify.com/v1/tracks/3RGqJFcsEoFYBnjmaobqnX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3RGqJFcsEoFYBnjmaobqnX', 'duration_ms': 144893, 'time_signature': 4}"
2,1957-01-18,SINGING THE BLUES,GUY MITCHELL,1,spotify:track:084mnrInuL8H1JZbIzuH3T,"{'danceability': 0.654, 'energy': 0.498, 'key': 4, 'loudness': -11.392, 'mode': 1, 'speechiness': 0.0358, 'acousticness': 0.759, 'instrumentalness': 0.000733, 'liveness': 0.0811, 'valence': 0.922, 'tempo': 140.093, 'type': 'audio_features', 'id': '084mnrInuL8H1JZbIzuH3T', 'uri': 'spotify:track:084mnrInuL8H1JZbIzuH3T', 'track_href': 'https://api.spotify.com/v1/tracks/084mnrInuL8H1JZbIzuH3T', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/084mnrInuL8H1JZbIzuH3T', 'duration_ms': 146040, 'time_signature': 4}"
3,1957-01-25,THE GARDEN OF EDEN,FRANKIE VAUGHAN,4,spotify:track:7b5v9HoaPcsjGJuvC2BTbe,"{'danceability': 0.622, 'energy': 0.572, 'key': 3, 'loudness': -10.044, 'mode': 1, 'speechiness': 0.113, 'acousticness': 0.348, 'instrumentalness': 0, 'liveness': 0.202, 'valence': 0.901, 'tempo': 116.331, 'type': 'audio_features', 'id': '7b5v9HoaPcsjGJuvC2BTbe', 'uri': 'spotify:track:7b5v9HoaPcsjGJuvC2BTbe', 'track_href': 'https://api.spotify.com/v1/tracks/7b5v9HoaPcsjGJuvC2BTbe', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7b5v9HoaPcsjGJuvC2BTbe', 'duration_ms': 153213, 'time_signature': 3}"
4,1957-01-02,SINGING THE BLUES,GUY MITCHELL,1,spotify:track:084mnrInuL8H1JZbIzuH3T,"{'danceability': 0.654, 'energy': 0.498, 'key': 4, 'loudness': -11.392, 'mode': 1, 'speechiness': 0.0358, 'acousticness': 0.759, 'instrumentalness': 0.000733, 'liveness': 0.0811, 'valence': 0.922, 'tempo': 140.093, 'type': 'audio_features', 'id': '084mnrInuL8H1JZbIzuH3T', 'uri': 'spotify:track:084mnrInuL8H1JZbIzuH3T', 'track_href': 'https://api.spotify.com/v1/tracks/084mnrInuL8H1JZbIzuH3T', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/084mnrInuL8H1JZbIzuH3T', 'duration_ms': 146040, 'time_signature': 4}"
5,1957-02-22,YOUNG LOVE,TAB HUNTER,7,spotify:track:7HaPyQ3o4Ar5i20gDX0dXa,"{'danceability': 0.512, 'energy': 0.282, 'key': 0, 'loudness': -12.951, 'mode': 1, 'speechiness': 0.0306, 'acousticness': 0.89, 'instrumentalness': 8.2e-06, 'liveness': 0.111, 'valence': 0.439, 'tempo': 107.874, 'type': 'audio_features', 'id': '7HaPyQ3o4Ar5i20gDX0dXa', 'uri': 'spotify:track:7HaPyQ3o4Ar5i20gDX0dXa', 'track_href': 'https://api.spotify.com/v1/tracks/7HaPyQ3o4Ar5i20gDX0dXa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7HaPyQ3o4Ar5i20gDX0dXa', 'duration_ms': 139598, 'time_signature': 4}"
6,1957-12-04,CUMBERLAND GAP,LONNIE DONEGAN,5,spotify:track:12fHBi1ud5Lc0dTi9vdaE7,"{'danceability': 0.68, 'energy': 0.877, 'key': 8, 'loudness': -6.816, 'mode': 0, 'speechiness': 0.0367, 'acousticness': 0.478, 'instrumentalness': 0, 'liveness': 0.156, 'valence': 0.912, 'tempo': 136.099, 'type': 'audio_features', 'id': '12fHBi1ud5Lc0dTi9vdaE7', 'uri': 'spotify:track:12fHBi1ud5Lc0dTi9vdaE7', 'track_href': 'https://api.spotify.com/v1/tracks/12fHBi1ud5Lc0dTi9vdaE7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/12fHBi1ud5Lc0dTi9vdaE7', 'duration_ms': 117773, 'time_signature': 4}"
7,1957-05-17,ROCK-A-BILLY,GUY MITCHELL,1,spotify:track:1LRioTz1nYwT1oI3lf3Whr,"{'danceability': 0.522, 'energy': 0.722, 'key': 2, 'loudness': -9.41, 'mode': 1, 'speechiness': 0.0393, 'acousticness': 0.688, 'instrumentalness': 1.69e-06, 'liveness': 0.319, 'valence': 0.937, 'tempo': 179.38, 'type': 'audio_features', 'id': '1LRioTz1nYwT1oI3lf3Whr', 'uri': 'spotify:track:1LRioTz1nYwT1oI3lf3Whr', 'track_href': 'https://api.spotify.com/v1/tracks/1LRioTz1nYwT1oI3lf3Whr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1LRioTz1nYwT1oI3lf3Whr', 'duration_ms': 134538, 'time_signature': 4}"
8,1957-05-24,BUTTERFLY,ANDY WILLIAMS,2,spotify:track:1Yoc33MNuzmw8tXRIuXRCK,"{'danceability': 0.763, 'energy': 0.353, 'key': 5, 'loudness': -14.738, 'mode': 1, 'speechiness': 0.0673, 'acousticness': 0.421, 'instrumentalness': 1.16e-05, 'liveness': 0.319, 'valence': 0.883, 'tempo': 127.617, 'type': 'audio_features', 'id': '1Yoc33MNuzmw8tXRIuXRCK', 'uri': 'spotify:track:1Yoc33MNuzmw8tXRIuXRCK', 'track_href': 'https://api.spotify.com/v1/tracks/1Yoc33MNuzmw8tXRIuXRCK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1Yoc33MNuzmw8tXRIuXRCK', 'duration_ms': 143467, 'time_signature': 4}"
9,1957-07-06,YES TONIGHT JOSEPHINE,JOHNNIE RAY,3,spotify:track:5PfZHA3UR0xHt1EgwZslnr,"{'danceability': 0.497, 'energy': 0.325, 'key': 4, 'loudness': -26.178, 'mode': 1, 'speechiness': 0.0598, 'acousticness': 0.917, 'instrumentalness': 0.827, 'liveness': 0.324, 'valence': 0.59, 'tempo': 168.342, 'type': 'audio_features', 'id': '5PfZHA3UR0xHt1EgwZslnr', 'uri': 'spotify:track:5PfZHA3UR0xHt1EgwZslnr', 'track_href': 'https://api.spotify.com/v1/tracks/5PfZHA3UR0xHt1EgwZslnr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5PfZHA3UR0xHt1EgwZslnr', 'duration_ms': 150334, 'time_signature': 4}"
10,1957-06-28,GAMBLIN' MAN/PUTTING ON THE STYLE,LONNIE DONEGAN,2,,{}
11,1957-12-07,ALL SHOOK UP,ELVIS PRESLEY WITH THE JORDANAIRES,7,,{}
12,1957-08-30,DIANA,PAUL ANKA,9,spotify:track:2k6qpHJsrKCCyvsHv2cPqR,"{'danceability': 0.551, 'energy': 0.576, 'key': 7, 'loudness': -8.49, 'mode': 1, 'speechiness': 0.0325, 'acousticness': 0.762, 'instrumentalness': 0, 'liveness': 0.803, 'valence': 0.919, 'tempo': 142.814, 'type': 'audio_features', 'id': '2k6qpHJsrKCCyvsHv2cPqR', 'uri': 'spotify:track:2k6qpHJsrKCCyvsHv2cPqR', 'track_href': 'https://api.spotify.com/v1/tracks/2k6qpHJsrKCCyvsHv2cPqR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2k6qpHJsrKCCyvsHv2cPqR', 'duration_ms': 140520, 'time_signature': 4}"
13,1957-01-11,THAT'LL BE THE DAY,CRICKETS,3,spotify:track:2IoNjxfeY1EbqGAp6fRYzf,"{'danceability': 0.667, 'energy': 0.407, 'key': 9, 'loudness': -13.569, 'mode': 1, 'speechiness': 0.0374, 'acousticness': 0.666, 'instrumentalness': 0, 'liveness': 0.272, 'valence': 0.862, 'tempo': 126.505, 'type': 'audio_features', 'id': '2IoNjxfeY1EbqGAp6fRYzf', 'uri': 'spotify:track:2IoNjxfeY1EbqGAp6fRYzf', 'track_href': 'https://api.spotify.com/v1/tracks/2IoNjxfeY1EbqGAp6fRYzf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2IoNjxfeY1EbqGAp6fRYzf', 'duration_ms': 136000, 'time_signature': 4}"
14,1957-11-22,MARY'S BOY CHILD,HARRY BELAFONTE,7,spotify:track:4Fpd1N7fcbRLnHbsk5D4Ye,"{'danceability': 0.379, 'energy': 0.104, 'key': 10, 'loudness': -18.076, 'mode': 1, 'speechiness': 0.0363, 'acousticness': 0.953, 'instrumentalness': 0.017, 'liveness': 0.116, 'valence': 0.386, 'tempo': 91.717, 'type': 'audio_features', 'id': '4Fpd1N7fcbRLnHbsk5D4Ye', 'uri': 'spotify:track:4Fpd1N7fcbRLnHbsk5D4Ye', 'track_href': 'https://api.spotify.com/v1/tracks/4Fpd1N7fcbRLnHbsk5D4Ye', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4Fpd1N7fcbRLnHbsk5D4Ye', 'duration_ms': 177360, 'time_signature': 4}"
0,1958-10-01,GREAT BALLS OF FIRE,JERRY LEE LEWIS,2,spotify:track:5UvE5QlINnvEc7aFO14DVL,"{'danceability': 0.4, 'energy': 0.818, 'key': 0, 'loudness': -11.238, 'mode': 1, 'speechiness': 0.08, 'acousticness': 0.458, 'instrumentalness': 3.25e-06, 'liveness': 0.132, 'valence': 0.936, 'tempo': 166.287, 'type': 'audio_features', 'id': '5UvE5QlINnvEc7aFO14DVL', 'uri': 'spotify:track:5UvE5QlINnvEc7aFO14DVL', 'track_href': 'https://api.spotify.com/v1/tracks/5UvE5QlINnvEc7aFO14DVL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5UvE5QlINnvEc7aFO14DVL', 'duration_ms': 109707, 'time_signature': 4}"
1,1958-01-24,JAILHOUSE ROCK,ELVIS PRESLEY,3,spotify:track:4gphxUgq0JSFv2BCLhNDiE,"{'danceability': 0.647, 'energy': 0.582, 'key': 10, 'loudness': -9.538, 'mode': 0, 'speechiness': 0.0755, 'acousticness': 0.41, 'instrumentalness': 1.93e-06, 'liveness': 0.0715, 'valence': 0.915, 'tempo': 167.396, 'type': 'audio_features', 'id': '4gphxUgq0JSFv2BCLhNDiE', 'uri': 'spotify:track:4gphxUgq0JSFv2BCLhNDiE', 'track_href': 'https://api.spotify.com/v1/tracks/4gphxUgq0JSFv2BCLhNDiE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4gphxUgq0JSFv2BCLhNDiE', 'duration_ms': 146480, 'time_signature': 4}"
2,1958-02-14,THE STORY OF MY LIFE,MICHAEL HOLLIDAY,2,spotify:track:1bj6T9bgOYxDiZPJasR9Lo,"{'danceability': 0.703, 'energy': 0.348, 'key': 9, 'loudness': -12.912, 'mode': 1, 'speechiness': 0.0351, 'acousticness': 0.918, 'instrumentalness': 0.000477, 'liveness': 0.107, 'valence': 0.791, 'tempo': 138.952, 'type': 'audio_features', 'id': '1bj6T9bgOYxDiZPJasR9Lo', 'uri': 'spotify:track:1bj6T9bgOYxDiZPJasR9Lo', 'track_href': 'https://api.spotify.com/v1/tracks/1bj6T9bgOYxDiZPJasR9Lo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1bj6T9bgOYxDiZPJasR9Lo', 'duration_ms': 135827, 'time_signature': 4}"
3,1958-02-28,MAGIC MOMENTS,PERRY COMO,8,spotify:track:7tRKgHo6gCKCVve8LWPLM8,"{'danceability': 0.7, 'energy': 0.251, 'key': 11, 'loudness': -14.981, 'mode': 0, 'speechiness': 0.0479, 'acousticness': 0.926, 'instrumentalness': 3.26e-05, 'liveness': 0.215, 'valence': 0.701, 'tempo': 104.147, 'type': 'audio_features', 'id': '7tRKgHo6gCKCVve8LWPLM8', 'uri': 'spotify:track:7tRKgHo6gCKCVve8LWPLM8', 'track_href': 'https://api.spotify.com/v1/tracks/7tRKgHo6gCKCVve8LWPLM8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7tRKgHo6gCKCVve8LWPLM8', 'duration_ms': 158560, 'time_signature': 4}"
4,1958-04-25,WHOLE LOTTA WOMAN,MARVIN RAINWATER,3,spotify:track:1GXPjV6zdYix3YurZve28P,"{'danceability': 0.667, 'energy': 0.322, 'key': 10, 'loudness': -14.869, 'mode': 1, 'speechiness': 0.03, 'acousticness': 0.0309, 'instrumentalness': 0.363, 'liveness': 0.184, 'valence': 0.768, 'tempo': 132.973, 'type': 'audio_features', 'id': '1GXPjV6zdYix3YurZve28P', 'uri': 'spotify:track:1GXPjV6zdYix3YurZve28P', 'track_href': 'https://api.spotify.com/v1/tracks/1GXPjV6zdYix3YurZve28P', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1GXPjV6zdYix3YurZve28P', 'duration_ms': 170600, 'time_signature': 4}"
