,date,title,artist,weeks,uri,af
13,2014-03-05,WAVES,MR PROBZ,1,spotify:track:5Sf3GyLEAzJXxZ5mbCPXTu,"{'danceability': 0.829, 'energy': 0.51, 'key': 5, 'loudness': -9.334, 'mode': 0, 'speechiness': 0.0369, 'acousticness': 0.00821, 'instrumentalness': 0.0014, 'liveness': 0.0829, 'valence': 0.45, 'tempo': 119.993, 'type': 'audio_features', 'id': '5Sf3GyLEAzJXxZ5mbCPXTu', 'uri': 'spotify:track:5Sf3GyLEAzJXxZ5mbCPXTu', 'track_href': 'https://api.spotify.com/v1/tracks/5Sf3GyLEAzJXxZ5mbCPXTu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Sf3GyLEAzJXxZ5mbCPXTu', 'duration_ms': 208133, 'time_signature': 4}"
14,2014-10-05,SUMMER,CALVIN HARRIS,1,spotify:track:6YUTL4dYpB9xZO5qExPf05,"{'danceability': 0.596, 'energy': 0.856, 'key': 4, 'loudness': -3.556, 'mode': 0, 'speechiness': 0.0346, 'acousticness': 0.0211, 'instrumentalness': 0.0178, 'liveness': 0.141, 'valence': 0.743, 'tempo': 127.949, 'type': 'audio_features', 'id': '6YUTL4dYpB9xZO5qExPf05', 'uri': 'spotify:track:6YUTL4dYpB9xZO5qExPf05', 'track_href': 'https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6YUTL4dYpB9xZO5qExPf05', 'duration_ms': 222533, 'time_signature': 4}"
15,2014-05-17,WAVES,MR PROBZ,1,spotify:track:5Sf3GyLEAzJXxZ5mbCPXTu,"{'danceability': 0.829, 'energy': 0.51, 'key': 5, 'loudness': -9.334, 'mode': 0, 'speechiness': 0.0369, 'acousticness': 0.00821, 'instrumentalness': 0.0014, 'liveness': 0.0829, 'valence': 0.45, 'tempo': 119.993, 'type': 'audio_features', 'id': '5Sf3GyLEAzJXxZ5mbCPXTu', 'uri': 'spotify:track:5Sf3GyLEAzJXxZ5mbCPXTu', 'track_href': 'https://api.spotify.com/v1/tracks/5Sf3GyLEAzJXxZ5mbCPXTu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Sf3GyLEAzJXxZ5mbCPXTu', 'duration_ms': 208133, 'time_signature': 4}"
16,2014-05-24,I WILL NEVER LET YOU DOWN,RITA ORA,1,spotify:track:2ia7iiEtpiOL2ZVuWxBZGB,"{'danceability': 0.753, 'energy': 0.801, 'key': 4, 'loudness': -3.215, 'mode': 1, 'speechiness': 0.0296, 'acousticness': 0.403, 'instrumentalness': 0, 'liveness': 0.128, 'valence': 0.794, 'tempo': 128.011, 'type': 'audio_features', 'id': '2ia7iiEtpiOL2ZVuWxBZGB', 'uri': 'spotify:track:2ia7iiEtpiOL2ZVuWxBZGB', 'track_href': 'https://api.spotify.com/v1/tracks/2ia7iiEtpiOL2ZVuWxBZGB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2ia7iiEtpiOL2ZVuWxBZGB', 'duration_ms': 203467, 'time_signature': 4}"
17,2014-05-31,STAY WITH ME,SAM SMITH,1,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,"{'danceability': 0.418, 'energy': 0.42, 'key': 0, 'loudness': -6.444, 'mode': 1, 'speechiness': 0.0414, 'acousticness': 0.588, 'instrumentalness': 6.39e-05, 'liveness': 0.11, 'valence': 0.184, 'tempo': 84.094, 'type': 'audio_features', 'id': '5Nm9ERjJZ5oyfXZTECKmRt', 'uri': 'spotify:track:5Nm9ERjJZ5oyfXZTECKmRt', 'track_href': 'https://api.spotify.com/v1/tracks/5Nm9ERjJZ5oyfXZTECKmRt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Nm9ERjJZ5oyfXZTECKmRt', 'duration_ms': 172724, 'time_signature': 4}"
18,2014-07-06,I WANNA FEEL,SECONDCITY,1,spotify:track:5nrdOK0i7daIsDAt4zRbHM,"{'danceability': 0.69, 'energy': 0.895, 'key': 10, 'loudness': -6.305, 'mode': 0, 'speechiness': 0.0596, 'acousticness': 0.0693, 'instrumentalness': 0.00237, 'liveness': 0.102, 'valence': 0.817, 'tempo': 122.022, 'type': 'audio_features', 'id': '5nrdOK0i7daIsDAt4zRbHM', 'uri': 'spotify:track:5nrdOK0i7daIsDAt4zRbHM', 'track_href': 'https://api.spotify.com/v1/tracks/5nrdOK0i7daIsDAt4zRbHM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5nrdOK0i7daIsDAt4zRbHM', 'duration_ms': 186067, 'time_signature': 4}"
19,2014-06-14,SING,ED SHEERAN,1,spotify:track:6K8qKeWo5MsFED7wCR6Kop,"{'danceability': 0.818, 'energy': 0.67, 'key': 8, 'loudness': -4.451, 'mode': 0, 'speechiness': 0.0472, 'acousticness': 0.304, 'instrumentalness': 1.22e-06, 'liveness': 0.0601, 'valence': 0.939, 'tempo': 119.988, 'type': 'audio_features', 'id': '6K8qKeWo5MsFED7wCR6Kop', 'uri': 'spotify:track:6K8qKeWo5MsFED7wCR6Kop', 'track_href': 'https://api.spotify.com/v1/tracks/6K8qKeWo5MsFED7wCR6Kop', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6K8qKeWo5MsFED7wCR6Kop', 'duration_ms': 235382, 'time_signature': 4}"
20,2014-06-21,GHOST,ELLA HENDERSON,2,spotify:track:2FiceoWDJ67rrmb5tGBpgE,"{'danceability': 0.682, 'energy': 0.836, 'key': 9, 'loudness': -3.777, 'mode': 1, 'speechiness': 0.0425, 'acousticness': 0.0464, 'instrumentalness': 3.13e-06, 'liveness': 0.0797, 'valence': 0.485, 'tempo': 104.987, 'type': 'audio_features', 'id': '2FiceoWDJ67rrmb5tGBpgE', 'uri': 'spotify:track:2FiceoWDJ67rrmb5tGBpgE', 'track_href': 'https://api.spotify.com/v1/tracks/2FiceoWDJ67rrmb5tGBpgE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2FiceoWDJ67rrmb5tGBpgE', 'duration_ms': 216107, 'time_signature': 4}"
21,2014-05-07,GECKO (OVERDRIVE),OLIVER HELDENS & BECKY HILL,1,spotify:track:18iFN3VoOZzULEZGSBqHZL,"{'danceability': 0.56, 'energy': 0.957, 'key': 7, 'loudness': -2.589, 'mode': 1, 'speechiness': 0.0499, 'acousticness': 0.00339, 'instrumentalness': 0.0244, 'liveness': 0.491, 'valence': 0.558, 'tempo': 174.036, 'type': 'audio_features', 'id': '18iFN3VoOZzULEZGSBqHZL', 'uri': 'spotify:track:18iFN3VoOZzULEZGSBqHZL', 'track_href': 'https://api.spotify.com/v1/tracks/18iFN3VoOZzULEZGSBqHZL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/18iFN3VoOZzULEZGSBqHZL', 'duration_ms': 218276, 'time_signature': 4}"
22,2014-12-07,PROBLEM,ARIANA GRANDE FT IGGY AZALEA,1,spotify:track:2XqCZ4xH8Yrf1fVE7HT1au,"{'danceability': 0.661, 'energy': 0.144, 'key': 3, 'loudness': -21.353, 'mode': 1, 'speechiness': 0.108, 'acousticness': 0.748, 'instrumentalness': 0.819, 'liveness': 0.107, 'valence': 0.332, 'tempo': 137.861, 'type': 'audio_features', 'id': '2XqCZ4xH8Yrf1fVE7HT1au', 'uri': 'spotify:track:2XqCZ4xH8Yrf1fVE7HT1au', 'track_href': 'https://api.spotify.com/v1/tracks/2XqCZ4xH8Yrf1fVE7HT1au', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2XqCZ4xH8Yrf1fVE7HT1au', 'duration_ms': 220000, 'time_signature': 4}"
23,2014-07-19,IT'S MY BIRTHDAY,WILL I AM FT CODY WISE,1,,{}
24,2014-07-26,ME AND MY BROKEN HEART,RIXTON,1,spotify:track:1oew3nFNY3vMacJAsvry0S,"{'danceability': 0.544, 'energy': 0.774, 'key': 5, 'loudness': -4.21, 'mode': 0, 'speechiness': 0.0339, 'acousticness': 0.00682, 'instrumentalness': 0, 'liveness': 0.135, 'valence': 0.522, 'tempo': 174.121, 'type': 'audio_features', 'id': '1oew3nFNY3vMacJAsvry0S', 'uri': 'spotify:track:1oew3nFNY3vMacJAsvry0S', 'track_href': 'https://api.spotify.com/v1/tracks/1oew3nFNY3vMacJAsvry0S', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1oew3nFNY3vMacJAsvry0S', 'duration_ms': 193733, 'time_signature': 4}"
25,2014-02-08,CRAZY STUPID LOVE,CHERYL COLE FT TINIE TEMPAH,1,,{}
26,2014-09-08,RUDE,MAGIC,1,spotify:track:6RtPijgfPKROxEzTHNRiDp,"{'danceability': 0.774, 'energy': 0.756, 'key': 1, 'loudness': -4.995, 'mode': 1, 'speechiness': 0.0389, 'acousticness': 0.0423, 'instrumentalness': 0, 'liveness': 0.305, 'valence': 0.931, 'tempo': 144.032, 'type': 'audio_features', 'id': '6RtPijgfPKROxEzTHNRiDp', 'uri': 'spotify:track:6RtPijgfPKROxEzTHNRiDp', 'track_href': 'https://api.spotify.com/v1/tracks/6RtPijgfPKROxEzTHNRiDp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6RtPijgfPKROxEzTHNRiDp', 'duration_ms': 224840, 'time_signature': 4}"
27,2014-08-16,AM I WRONG,NICO & VINZ,2,spotify:track:1fidCEsYlaVE3pHwKCvpFZ,"{'danceability': 0.725, 'energy': 0.68, 'key': 8, 'loudness': -5.465, 'mode': 1, 'speechiness': 0.0306, 'acousticness': 0.162, 'instrumentalness': 2.13e-06, 'liveness': 0.158, 'valence': 0.76, 'tempo': 119.939, 'type': 'audio_features', 'id': '1fidCEsYlaVE3pHwKCvpFZ', 'uri': 'spotify:track:1fidCEsYlaVE3pHwKCvpFZ', 'track_href': 'https://api.spotify.com/v1/tracks/1fidCEsYlaVE3pHwKCvpFZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1fidCEsYlaVE3pHwKCvpFZ', 'duration_ms': 247520, 'time_signature': 4}"
28,2014-08-30,LOVERS ON THE SUN,DAVID GUETTA FT SAM MARTIN,1,spotify:track:25lz2q0UUdI643K07A3muV,"{'danceability': 0.74, 'energy': 0.527, 'key': 9, 'loudness': -10.605, 'mode': 1, 'speechiness': 0.0349, 'acousticness': 0.0445, 'instrumentalness': 0.232, 'liveness': 0.172, 'valence': 0.299, 'tempo': 124.985, 'type': 'audio_features', 'id': '25lz2q0UUdI643K07A3muV', 'uri': 'spotify:track:25lz2q0UUdI643K07A3muV', 'track_href': 'https://api.spotify.com/v1/tracks/25lz2q0UUdI643K07A3muV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/25lz2q0UUdI643K07A3muV', 'duration_ms': 205088, 'time_signature': 4}"
29,2014-06-09,PRAYER IN C,LILLY WOOD & ROBIN SCHULZ,2,spotify:track:5fnA9mkIfScSqHIpeDyvck,"{'danceability': 0.76, 'energy': 0.886, 'key': 9, 'loudness': -5.356, 'mode': 0, 'speechiness': 0.0258, 'acousticness': 0.0219, 'instrumentalness': 7.43e-06, 'liveness': 0.623, 'valence': 0.78, 'tempo': 123.002, 'type': 'audio_features', 'id': '5fnA9mkIfScSqHIpeDyvck', 'uri': 'spotify:track:5fnA9mkIfScSqHIpeDyvck', 'track_href': 'https://api.spotify.com/v1/tracks/5fnA9mkIfScSqHIpeDyvck', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5fnA9mkIfScSqHIpeDyvck', 'duration_ms': 189399, 'time_signature': 4}"
30,2014-09-20,BLAME,CALVIN HARRIS FT JOHN NEWMAN,1,spotify:track:7minMKJ8KCsOmO38Pa2aZN,"{'danceability': 0.63, 'energy': 0.31, 'key': 2, 'loudness': -7.702, 'mode': 0, 'speechiness': 0.0404, 'acousticness': 0.835, 'instrumentalness': 1.21e-05, 'liveness': 0.22, 'valence': 0.452, 'tempo': 116.014, 'type': 'audio_features', 'id': '7minMKJ8KCsOmO38Pa2aZN', 'uri': 'spotify:track:7minMKJ8KCsOmO38Pa2aZN', 'track_href': 'https://api.spotify.com/v1/tracks/7minMKJ8KCsOmO38Pa2aZN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7minMKJ8KCsOmO38Pa2aZN', 'duration_ms': 204905, 'time_signature': 4}"
31,2014-09-27,CHANGING,SIGMA FT PALOMA FAITH,1,spotify:track:3epu7Ve8qriTKl9v26uWrf,"{'danceability': 0.528, 'energy': 0.445, 'key': 2, 'loudness': -4.939, 'mode': 1, 'speechiness': 0.029, 'acousticness': 0.788, 'instrumentalness': 1.84e-05, 'liveness': 0.324, 'valence': 0.421, 'tempo': 139.826, 'type': 'audio_features', 'id': '3epu7Ve8qriTKl9v26uWrf', 'uri': 'spotify:track:3epu7Ve8qriTKl9v26uWrf', 'track_href': 'https://api.spotify.com/v1/tracks/3epu7Ve8qriTKl9v26uWrf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3epu7Ve8qriTKl9v26uWrf', 'duration_ms': 183719, 'time_signature': 4}"
32,2014-04-10,BANG BANG,JESSIE J/GRANDE/MINAJ,1,spotify:track:0puf9yIluy9W0vpMEUoAnN,"{'danceability': 0.706, 'energy': 0.786, 'key': 0, 'loudness': -3.417, 'mode': 0, 'speechiness': 0.0909, 'acousticness': 0.26, 'instrumentalness': 0, 'liveness': 0.38, 'valence': 0.749, 'tempo': 150.035, 'type': 'audio_features', 'id': '0puf9yIluy9W0vpMEUoAnN', 'uri': 'spotify:track:0puf9yIluy9W0vpMEUoAnN', 'track_href': 'https://api.spotify.com/v1/tracks/0puf9yIluy9W0vpMEUoAnN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0puf9yIluy9W0vpMEUoAnN', 'duration_ms': 199387, 'time_signature': 4}"
33,2014-11-10,ALL ABOUT THAT BASS,MEGHAN TRAINOR,4,spotify:track:0ifSeVGUr7py5GggttDhXw,"{'danceability': 0.811, 'energy': 0.879, 'key': 9, 'loudness': -3.724, 'mode': 1, 'speechiness': 0.0514, 'acousticness': 0.0476, 'instrumentalness': 1.91e-06, 'liveness': 0.109, 'valence': 0.962, 'tempo': 134.064, 'type': 'audio_features', 'id': '0ifSeVGUr7py5GggttDhXw', 'uri': 'spotify:track:0ifSeVGUr7py5GggttDhXw', 'track_href': 'https://api.spotify.com/v1/tracks/0ifSeVGUr7py5GggttDhXw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0ifSeVGUr7py5GggttDhXw', 'duration_ms': 188754, 'time_signature': 4}"
34,2014-08-11,THINKING OUT LOUD,ED SHEERAN,1,spotify:track:34gCuhDGsG4bRPIf9bb02f,"{'danceability': 0.781, 'energy': 0.445, 'key': 2, 'loudness': -6.061, 'mode': 1, 'speechiness': 0.0295, 'acousticness': 0.474, 'instrumentalness': 0, 'liveness': 0.184, 'valence': 0.591, 'tempo': 78.998, 'type': 'audio_features', 'id': '34gCuhDGsG4bRPIf9bb02f', 'uri': 'spotify:track:34gCuhDGsG4bRPIf9bb02f', 'track_href': 'https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f', 'duration_ms': 281560, 'time_signature': 4}"
35,2014-11-15,I DON'T CARE,CHERYL,1,spotify:track:4U5HuR63LXpLz9xyCBX77L,"{'danceability': 0.702, 'energy': 0.766, 'key': 8, 'loudness': -5.872, 'mode': 0, 'speechiness': 0.0557, 'acousticness': 0.000394, 'instrumentalness': 3.18e-05, 'liveness': 0.13, 'valence': 0.39, 'tempo': 116.991, 'type': 'audio_features', 'id': '4U5HuR63LXpLz9xyCBX77L', 'uri': 'spotify:track:4U5HuR63LXpLz9xyCBX77L', 'track_href': 'https://api.spotify.com/v1/tracks/4U5HuR63LXpLz9xyCBX77L', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4U5HuR63LXpLz9xyCBX77L', 'duration_ms': 240074, 'time_signature': 4}"
36,2014-11-22,WAKE ME UP,GARETH MALONE'S ALL STAR CHOIR,1,,{}
37,2014-11-29,DO THEY KNOW IT'S CHRISTMAS,BAND AID 30,1,spotify:track:03Dpt8Z4Zww4NGJb8503zb,"{'danceability': 0.626, 'energy': 0.541, 'key': 0, 'loudness': -7.615, 'mode': 1, 'speechiness': 0.0308, 'acousticness': 0.352, 'instrumentalness': 0, 'liveness': 0.119, 'valence': 0.255, 'tempo': 112.001, 'type': 'audio_features', 'id': '03Dpt8Z4Zww4NGJb8503zb', 'uri': 'spotify:track:03Dpt8Z4Zww4NGJb8503zb', 'track_href': 'https://api.spotify.com/v1/tracks/03Dpt8Z4Zww4NGJb8503zb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/03Dpt8Z4Zww4NGJb8503zb', 'duration_ms': 228916, 'time_signature': 4}"
38,2014-06-12,THESE DAYS,TAKE THAT,1,spotify:track:5UmoLXuLoTDwujmVyjuZtF,"{'danceability': 0.632, 'energy': 0.892, 'key': 1, 'loudness': -5.735, 'mode': 1, 'speechiness': 0.0376, 'acousticness': 0.00385, 'instrumentalness': 1.36e-05, 'liveness': 0.0669, 'valence': 0.738, 'tempo': 120.035, 'type': 'audio_features', 'id': '5UmoLXuLoTDwujmVyjuZtF', 'uri': 'spotify:track:5UmoLXuLoTDwujmVyjuZtF', 'track_href': 'https://api.spotify.com/v1/tracks/5UmoLXuLoTDwujmVyjuZtF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5UmoLXuLoTDwujmVyjuZtF', 'duration_ms': 231981, 'time_signature': 4}"
39,2014-12-13,THINKING OUT LOUD,ED SHEERAN,1,spotify:track:34gCuhDGsG4bRPIf9bb02f,"{'danceability': 0.781, 'energy': 0.445, 'key': 2, 'loudness': -6.061, 'mode': 1, 'speechiness': 0.0295, 'acousticness': 0.474, 'instrumentalness': 0, 'liveness': 0.184, 'valence': 0.591, 'tempo': 78.998, 'type': 'audio_features', 'id': '34gCuhDGsG4bRPIf9bb02f', 'uri': 'spotify:track:34gCuhDGsG4bRPIf9bb02f', 'track_href': 'https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f', 'duration_ms': 281560, 'time_signature': 4}"
40,2014-12-20,UPTOWN FUNK,MARK RONSON FT BRUNO MARS,1,spotify:track:4dW2ft2qKOULK0ekujxUq7,"{'danceability': 0.754, 'energy': 0.4, 'key': 9, 'loudness': -9.306, 'mode': 0, 'speechiness': 0.0637, 'acousticness': 0.000209, 'instrumentalness': 0.946, 'liveness': 0.0339, 'valence': 0.481, 'tempo': 115.012, 'type': 'audio_features', 'id': '4dW2ft2qKOULK0ekujxUq7', 'uri': 'spotify:track:4dW2ft2qKOULK0ekujxUq7', 'track_href': 'https://api.spotify.com/v1/tracks/4dW2ft2qKOULK0ekujxUq7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4dW2ft2qKOULK0ekujxUq7', 'duration_ms': 271360, 'time_signature': 4}"
41,2014-12-27,SOMETHING I NEED,BEN HAENOW,1,spotify:track:64G2uKq3Snj48ppUZX1Z5t,"{'danceability': 0.619, 'energy': 0.77, 'key': 5, 'loudness': -5.693, 'mode': 1, 'speechiness': 0.0398, 'acousticness': 0.0503, 'instrumentalness': 0, 'liveness': 0.317, 'valence': 0.402, 'tempo': 100.972, 'type': 'audio_features', 'id': '64G2uKq3Snj48ppUZX1Z5t', 'uri': 'spotify:track:64G2uKq3Snj48ppUZX1Z5t', 'track_href': 'https://api.spotify.com/v1/tracks/64G2uKq3Snj48ppUZX1Z5t', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/64G2uKq3Snj48ppUZX1Z5t', 'duration_ms': 226107, 'time_signature': 4}"
0,2015-03-01,UPTOWN FUNK,MARK RONSON FT BRUNO MARS,6,spotify:track:4dW2ft2qKOULK0ekujxUq7,"{'danceability': 0.754, 'energy': 0.4, 'key': 9, 'loudness': -9.306, 'mode': 0, 'speechiness': 0.0637, 'acousticness': 0.000209, 'instrumentalness': 0.946, 'liveness': 0.0339, 'valence': 0.481, 'tempo': 115.012, 'type': 'audio_features', 'id': '4dW2ft2qKOULK0ekujxUq7', 'uri': 'spotify:track:4dW2ft2qKOULK0ekujxUq7', 'track_href': 'https://api.spotify.com/v1/tracks/4dW2ft2qKOULK0ekujxUq7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4dW2ft2qKOULK0ekujxUq7', 'duration_ms': 271360, 'time_signature': 4}"
1,2015-02-14,LOVE ME LIKE YOU DO,ELLIE GOULDING,4,spotify:track:2l8w0zZVn4AZNuzrht7MRT,"{'danceability': 0.262, 'energy': 0.606, 'key': 8, 'loudness': -6.646, 'mode': 1, 'speechiness': 0.0484, 'acousticness': 0.247, 'instrumentalness': 0, 'liveness': 0.125, 'valence': 0.275, 'tempo': 189.857, 'type': 'audio_features', 'id': '2l8w0zZVn4AZNuzrht7MRT', 'uri': 'spotify:track:2l8w0zZVn4AZNuzrht7MRT', 'track_href': 'https://api.spotify.com/v1/tracks/2l8w0zZVn4AZNuzrht7MRT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2l8w0zZVn4AZNuzrht7MRT', 'duration_ms': 252534, 'time_signature': 4}"
2,2015-03-14,KING,YEARS & YEARS,1,spotify:track:5Z3zRrMIJk7CVpfcLsM9wD,"{'danceability': 0.56, 'energy': 0.857, 'key': 4, 'loudness': -4.145, 'mode': 0, 'speechiness': 0.0384, 'acousticness': 0.0594, 'instrumentalness': 0, 'liveness': 0.381, 'valence': 0.432, 'tempo': 119.975, 'type': 'audio_features', 'id': '5Z3zRrMIJk7CVpfcLsM9wD', 'uri': 'spotify:track:5Z3zRrMIJk7CVpfcLsM9wD', 'track_href': 'https://api.spotify.com/v1/tracks/5Z3zRrMIJk7CVpfcLsM9wD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Z3zRrMIJk7CVpfcLsM9wD', 'duration_ms': 215360, 'time_signature': 4}"
3,2015-03-21,LAY ME DOWN,SAM SMITH FT JOHN LEGEND,2,,{}
4,2015-04-04,HOLD MY HAND,JESS GLYNNE,3,spotify:track:1i1rNVtxbE7rdFfpHuNq2j,"{'danceability': 0.642, 'energy': 0.823, 'key': 0, 'loudness': -5.717, 'mode': 1, 'speechiness': 0.0289, 'acousticness': 0.00159, 'instrumentalness': 0, 'liveness': 0.0776, 'valence': 0.431, 'tempo': 122.977, 'type': 'audio_features', 'id': '1i1rNVtxbE7rdFfpHuNq2j', 'uri': 'spotify:track:1i1rNVtxbE7rdFfpHuNq2j', 'track_href': 'https://api.spotify.com/v1/tracks/1i1rNVtxbE7rdFfpHuNq2j', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1i1rNVtxbE7rdFfpHuNq2j', 'duration_ms': 227344, 'time_signature': 4}"
5,2015-04-25,SEE YOU AGAIN,WIZ KHALIFA FT CHARLIE PUTH,2,spotify:track:4dqHMOBP8Rytvq2JPM7aLh,"{'danceability': 0.617, 'energy': 0.456, 'key': 10, 'loudness': -9.569, 'mode': 1, 'speechiness': 0.0882, 'acousticness': 0.187, 'instrumentalness': 0.832, 'liveness': 0.0992, 'valence': 0.0401, 'tempo': 159.976, 'type': 'audio_features', 'id': '4dqHMOBP8Rytvq2JPM7aLh', 'uri': 'spotify:track:4dqHMOBP8Rytvq2JPM7aLh', 'track_href': 'https://api.spotify.com/v1/tracks/4dqHMOBP8Rytvq2JPM7aLh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4dqHMOBP8Rytvq2JPM7aLh', 'duration_ms': 227667, 'time_signature': 4}"
6,2015-09-05,CHEERLEADER (FELIX JAEHN REMIX),OMI,4,spotify:track:023OVLNzXhX0j7CxswUt6D,"{'danceability': 0.78, 'energy': 0.68, 'key': 4, 'loudness': -6.081, 'mode': 1, 'speechiness': 0.0305, 'acousticness': 0.141, 'instrumentalness': 1.2e-05, 'liveness': 0.138, 'valence': 0.594, 'tempo': 118.026, 'type': 'audio_features', 'id': '023OVLNzXhX0j7CxswUt6D', 'uri': 'spotify:track:023OVLNzXhX0j7CxswUt6D', 'track_href': 'https://api.spotify.com/v1/tracks/023OVLNzXhX0j7CxswUt6D', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/023OVLNzXhX0j7CxswUt6D', 'duration_ms': 180560, 'time_signature': 4}"
7,2015-06-06,WANT TO WANT ME,JASON DERULO,4,spotify:track:7oGZAicScQt96OAW4AruYy,"{'danceability': 0.775, 'energy': 0.68, 'key': 0, 'loudness': -5.508, 'mode': 0, 'speechiness': 0.0629, 'acousticness': 0.00906, 'instrumentalness': 0, 'liveness': 0.109, 'valence': 0.656, 'tempo': 114.025, 'type': 'audio_features', 'id': '7oGZAicScQt96OAW4AruYy', 'uri': 'spotify:track:7oGZAicScQt96OAW4AruYy', 'track_href': 'https://api.spotify.com/v1/tracks/7oGZAicScQt96OAW4AruYy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7oGZAicScQt96OAW4AruYy', 'duration_ms': 207719, 'time_signature': 4}"
8,2015-04-07,NOT LETTING GO,TINIE TEMPAH FT JESS GLYNNE,1,,{}
9,2015-09-07,ARE YOU WITH ME,LOST FREQUENCIES,1,spotify:track:2glGP8kEfACgJdZ86kWxhN,"{'danceability': 0.763, 'energy': 0.608, 'key': 5, 'loudness': -8.1, 'mode': 0, 'speechiness': 0.035, 'acousticness': 0.262, 'instrumentalness': 2.5e-05, 'liveness': 0.12, 'valence': 0.393, 'tempo': 121.02, 'type': 'audio_features', 'id': '2glGP8kEfACgJdZ86kWxhN', 'uri': 'spotify:track:2glGP8kEfACgJdZ86kWxhN', 'track_href': 'https://api.spotify.com/v1/tracks/2glGP8kEfACgJdZ86kWxhN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2glGP8kEfACgJdZ86kWxhN', 'duration_ms': 138013, 'time_signature': 4}"
10,2015-07-16,HOUSE EVERY WEEKEND,DAVID ZOWIE,1,spotify:track:7u9zFAWUAZy2vdVwAIAv5s,"{'danceability': 0.791, 'energy': 0.574, 'key': 0, 'loudness': -7.061, 'mode': 0, 'speechiness': 0.0673, 'acousticness': 0.324, 'instrumentalness': 0, 'liveness': 0.102, 'valence': 0.406, 'tempo': 122.053, 'type': 'audio_features', 'id': '7u9zFAWUAZy2vdVwAIAv5s', 'uri': 'spotify:track:7u9zFAWUAZy2vdVwAIAv5s', 'track_href': 'https://api.spotify.com/v1/tracks/7u9zFAWUAZy2vdVwAIAv5s', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7u9zFAWUAZy2vdVwAIAv5s', 'duration_ms': 182767, 'time_signature': 4}"
11,2015-07-23,BLACK MAGIC,LITTLE MIX,3,spotify:track:5y6pj7OeBFF0CVgZKhRbOG,"{'danceability': 0.777, 'energy': 0.895, 'key': 4, 'loudness': -4.464, 'mode': 1, 'speechiness': 0.0618, 'acousticness': 0.0348, 'instrumentalness': 0, 'liveness': 0.317, 'valence': 0.826, 'tempo': 111.987, 'type': 'audio_features', 'id': '5y6pj7OeBFF0CVgZKhRbOG', 'uri': 'spotify:track:5y6pj7OeBFF0CVgZKhRbOG', 'track_href': 'https://api.spotify.com/v1/tracks/5y6pj7OeBFF0CVgZKhRbOG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5y6pj7OeBFF0CVgZKhRbOG', 'duration_ms': 211773, 'time_signature': 4}"
